media,media_brand,terpene,temperature,viscosity,total_potency,terpene_pct,d9_thc,thca,cbd,cbda,d8_thc,cbg,alpha-Pinene,Camphene,beta-Pinene,beta-Myrcene,3-Carene,alpha-Terpinene,p-Cymene,D-Limonene,Ocimene 1,Ocimene 2,gamma-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,Caryophyllene,alpha-Humulene,Nerolidol 1,Nerolidol 2,Guaiol,alpha-Bisabolol,timestamp,original_filename
unknown,everdrop,Maui Wowie/Liquid Diamond,69.1,86.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,23.8,32593.33333333333,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,23.8,32593.33333333333,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,23.8,32593.33333333333,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,23.8,32593.33333333333,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,29.9,10113.333333333334,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,29.9,10113.333333333334,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,29.9,10113.333333333334,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,29.9,10113.333333333334,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,39.6,472.3,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,39.6,472.3,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,39.6,472.3,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,39.6,472.3,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,49.5,175.26666666666665,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,49.5,175.26666666666665,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,49.5,175.26666666666665,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,49.5,175.26666666666665,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,59.3,15.916666666666666,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,59.3,15.916666666666666,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,59.3,15.916666666666666,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,59.3,15.916666666666666,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,69.1,8.716666666666667,0.871100785,0.061516487,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,69.1,8.716666666666667,0.871100785,0.073287651,0.7932962538664221,0.0106607572459617,0.0,0.0,0.0,0.028850269,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,69.1,8.716666666666667,0.78261861,0.061516487,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001086101,0.00050509,0.001086101,0.002959847,0.0,0.000152799,0.0,0.0145538524916943,0.000167459,0.000115365,0.000152799,0.000322815,0.000180059,0.0,0.000210286,0.0211629413964944,0.006937099,0.00596972,0.001267057,7.3448252949937e-05,0.003864331,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,nasha hash,Qchem 245A/Decarb Live Rosin,69.1,8.716666666666667,0.78261861,0.073287651,0.7380938573883161,0.0,0.0,0.0,0.0,0.0187695446735395,0.001561449,0.000593509,0.001561449,0.006479648,0.0,0.00026054,0.0,0.0151411732173539,0.000417693,0.001541917,0.00026054,0.000434295,0.004212129,0.000172303,0.000175807,0.0236391451084622,0.007409664,0.0,0.001020911,0.004190086,0.003962514,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,23.8,187333.3333333333,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,29.9,78846.66666666667,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,39.6,12146.666666666666,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,49.5,2349.6666666666665,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,59.3,112.3,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,raw garden,Refined Live Resin,69.1,32.78666666666667,0.9415404929577464,0.0349296577911742,0.9012147887323944,0.0,0.002910211,0.0,0.0,0.024744718,0.001888134,0.000437159,0.001888134,0.004268831,0.0,0.000194509,9.328095975232198e-05,0.0142583699663149,0.000193248,0.000193575,0.000194509,0.000392517,0.002411959,0.0,0.000150371,0.006838051,0.00180459,0.000601663,8.961719192866176e-05,2.2538917716827285e-06,0.000139555,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,23.8,10976.666666666666,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,29.9,9190.0,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,39.6,2233.0,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,49.5,98.58666666666666,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,59.3,30.346666666666668,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,papa & barkely,#15 Matt DB x GN x A/Decarb Live Rosin,69.1,13.113333333333337,0.8293219077985917,0.0666664,0.7805201275408529,0.0,0.0,0.0,0.0,0.0192124618041716,0.002015148,0.000872037,0.002015148,0.006389344,0.0,0.000244242,0.000211635,0.0264865602231964,0.000330025,0.000270338,0.000244242,0.000581023,0.002853651,0.000200978,0.000215957,0.013060934,0.005002122,0.0,0.000494154,0.001475028,0.002426019,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,23.8,259300.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,29.9,78107.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,39.6,14523.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,49.5,806.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,59.3,119.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Rosin Bakers Dozen/Decarb Live Rosin,69.1,51.0,0.7580124223602484,,0.7580124223602484,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,23.8,285500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,29.9,110666.66666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,39.6,24553.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,49.5,1192.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,59.3,496.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,abundant,Jenny Kush/Decarb Live Rosin,69.1,238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,23.8,121441.3,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,29.9,65880.0,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,39.6,12226.666666666666,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,49.5,2788.6666666666665,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,59.3,172.33333333333334,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,canamo,Wedding Cake/ Decarb Live Rosin,69.1,50.696666666666665,0.7614080459770117,,0.6748275862068968,0.038390805,0.0,0.0,0.0,0.031867816,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,23.8,240500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,29.9,82870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,39.6,12986.666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,49.5,2651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,59.3,141.26666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,mpx,Dark Night /Live Resin,69.1,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,hangar 10,Wilson Zero/Decarb Live Rosin,23.8,31010.0,0.8543127962085305,0.04442569,0.7833767772511846,0.0157701421800947,0.0,0.0,0.0,0.034881517,0.000655419,0.000649344,0.000655419,0.006506178,0.0,0.000211588,0.0,0.0121013981042654,0.000168536,0.000134126,0.000211588,0.000442218,0.007205156,0.000158787,0.000246374,0.007259671,0.00297187,0.0,0.000647555,0.00216387,0.00063787,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,hangar 10,Wilson Zero/Decarb Live Rosin,29.9,15346.666666666666,0.8543127962085305,0.04442569,0.7833767772511846,0.0157701421800947,0.0,0.0,0.0,0.034881517,0.000655419,0.000649344,0.000655419,0.006506178,0.0,0.000211588,0.0,0.0121013981042654,0.000168536,0.000134126,0.000211588,0.000442218,0.007205156,0.000158787,0.000246374,0.007259671,0.00297187,0.0,0.000647555,0.00216387,0.00063787,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,hangar 10,Wilson Zero/Decarb Live Rosin,39.6,2815.333333333333,0.8543127962085305,0.04442569,0.7833767772511846,0.0157701421800947,0.0,0.0,0.0,0.034881517,0.000655419,0.000649344,0.000655419,0.006506178,0.0,0.000211588,0.0,0.0121013981042654,0.000168536,0.000134126,0.000211588,0.000442218,0.007205156,0.000158787,0.000246374,0.007259671,0.00297187,0.0,0.000647555,0.00216387,0.00063787,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,hangar 10,Wilson Zero/Decarb Live Rosin,49.5,66.62,0.8543127962085305,0.04442569,0.7833767772511846,0.0157701421800947,0.0,0.0,0.0,0.034881517,0.000655419,0.000649344,0.000655419,0.006506178,0.0,0.000211588,0.0,0.0121013981042654,0.000168536,0.000134126,0.000211588,0.000442218,0.007205156,0.000158787,0.000246374,0.007259671,0.00297187,0.0,0.000647555,0.00216387,0.00063787,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,hangar 10,Wilson Zero/Decarb Live Rosin,59.3,8.546666666666667,0.8543127962085305,0.04442569,0.7833767772511846,0.0157701421800947,0.0,0.0,0.0,0.034881517,0.000655419,0.000649344,0.000655419,0.006506178,0.0,0.000211588,0.0,0.0121013981042654,0.000168536,0.000134126,0.000211588,0.000442218,0.007205156,0.000158787,0.000246374,0.007259671,0.00297187,0.0,0.000647555,0.00216387,0.00063787,2025-04-01T10:47:05.141747,Media Database V3 2023
unknown,grow sciences,Gary Payton/Decarb Live Hash Rosin,23.8,9542.666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
unknown,grow sciences,Gary Payton/Decarb Live Hash Rosin,29.9,4307.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
unknown,grow sciences,Gary Payton/Decarb Live Hash Rosin,39.6,110.56666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
unknown,grow sciences,Gary Payton/Decarb Live Hash Rosin,49.5,76.38999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Gauva Papaya/Live Rosin,23.8,20120.0,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Gauva Papaya/Live Rosin,29.9,7743.5,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Gauva Papaya/Live Rosin,39.6,1491.5,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Gauva Papaya/Live Rosin,49.5,379.9500000000001,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Gauva Papaya/Live Rosin,59.3,123.25,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
