media,media_brand,terpene,temperature,viscosity,total_potency,terpene_pct,d9_thc,thca,cbd,cbda,d8_thc,cbg,alpha-Pinene,Camphene,beta-Pinene,beta-Myrcene,3-Carene,alpha-Terpinene,p-Cymene,D-Limonene,Ocimene 1,Ocimene 2,gamma-Terpinene,Terpinolene,Linalool,Isopulegol,Geraniol,Caryophyllene,alpha-Humulene,Nerolidol 1,Nerolidol 2,Guaiol,alpha-Bisabolol,timestamp,original_filename
live rosin,timeless,Gauva Papaya/Live Rosin,69.1,47.74,0.8338015873015872,,0.7949900793650793,0.0105714285714285,0.0,0.0,0.0,0.0196071428571428,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,23.8,25820.0,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,29.9,9483.0,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,39.6,1708.5,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,49.5,427.7,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,59.3,133.15,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Donny Burger/Live Rosin,69.1,51.14,0.8596806194690265,,0.3375423008849557,0.4903191150442477,0.0,0.0,0.0,0.005143186,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,23.8,23943.33333333333,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,29.9,9723.0,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,39.6,2108.333333333333,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,49.5,598.6333333333333,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,59.3,211.53333333333333,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,timeless,Tropicana Banana/ Live Rosin,69.1,89.55333333333333,0.8602433240540261,,0.8207091968244148,0.0104357665738735,0.0,0.0,0.0,0.0180805237653366,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,25.0,231266.66666666663,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,35.0,29263.33333333333,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,45.0,4868.333333333333,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,55.0,236.7333333333333,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,65.0,72.72333333333334,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,stiizy,D9 Distillate,70.0,34.44333333333333,0.8786800000000001,0.038,0.7613485714285715,0.0,0.0,0.0,0.0,0.0621114285714285,0.003,0.0,0.003,0.0115,1.964957983193277e-05,0.0,1.4700840336134452e-05,0.004,0.0,0.0018,0.0,0.0034,0.0016,0.0,0.0,0.0022,0.0013,0.0,0.0,0.0,0.0013,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs fruit punch,Fruit Punch/D9 Distillate,25.0,86573.33333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs fruit punch,Fruit Punch/D9 Distillate,70.0,90.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,grow sciences,GMO Cookies/ Live Rosin,25.0,577866.6666666666,0.8205084095909863,0.0756,0.5572446385142977,0.2632637710766884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.0047,0.0,0.0,0.0,0.0,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,grow sciences,GMO Cookies/ Live Rosin,70.0,175.96666666666667,0.8205084095909863,0.0756,0.5572446385142977,0.2632637710766884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148,0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0113,0.0047,0.0,0.0,0.0,0.0,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,pax,Jack Herer/ D9 Distillate,25.0,180633.3333333333,0.8448515522063749,,0.77827503,0.066576522,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,pax,Jack Herer/ D9 Distillate,70.0,22.106666666666666,0.8448515522063749,,0.77827503,0.066576522,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,great white labs,Live Resin,25.0,5731.0,0.7395124309517621,0.2292,0.2198347833978952,0.3158880822432064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0548,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.038,0.0135,0.0,0.0,0.0065,0.0059,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,great white labs,Live Resin,70.0,10.026666666666666,0.7395124309517621,0.2292,0.2198347833978952,0.3158880822432064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0548,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.038,0.0135,0.0,0.0,0.0065,0.0059,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Rainbow Sherbert/ D9 Distillate,25.0,76840.0,0.8364709474069807,,0.7803920909530618,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Rainbow Sherbert/ D9 Distillate,70.0,115.73333333333336,0.8364709474069807,,0.7803920909530618,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Sweet Strawberry Cloudburst/ D9 Distillate,25.0,88583.33333333333,0.818776888,,0.7554091597472047,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Sweet Strawberry Cloudburst/ D9 Distillate,70.0,56.24333333333333,0.818776888,,0.7554091597472047,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Watermelon Splash Cloudburst/ D9 Distillate,25.0,42266.66666666666,0.8231398170978305,,0.7580357768123883,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
d9,great white labs,Watermelon Splash Cloudburst/ D9 Distillate,70.0,103.06666666666666,0.8231398170978305,,0.7580357768123883,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,grow sciences,Live Rosin,25.0,780566.6666666666,0.7849999999999999,,0.5334,0.2516,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,grow sciences,Live Rosin,70.0,591.3000000000001,0.7849999999999999,,0.5334,0.2516,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,cresco,Banana Foster/ Live Resin,25.0,120133.33333333331,0.8674324324324323,0.0388266378378378,0.793081081,0.0,0.0,0.0,0.0,0.0221621621621621,0.00193407,0.000558049,0.00193407,0.005502276,0.0,0.000218665,0.000215524,0.0104389459459459,0.000185459,0.000222189,0.000218665,0.000453973,0.006385757,0.000194541,0.000351162,0.006406941,0.002019859,0.001657514,2.5643243243243244e-05,0.0,0.000708697,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,noir,Tangelo/ Live Resin,25.0,208366.66666666663,0.8417251461988304,0.0306750584795321,0.7928070175438596,0.0,0.0,0.0,0.0,0.040146199,0.001258848,0.000306649,0.001258848,0.003018094,0.000478877,0.00036248,0.000276912,0.004910205,0.000405906,0.00210752,0.00036248,0.007759497,0.001562994,0.000338392,0.000163585,0.004577871,0.001817035,0.0,9.98187134502924e-05,0.0,0.000322146,2025-04-01T10:47:05.141747,Media Database V3 2023
live resin,select,Desert Star/Live Resin,25.0,5059000.0,0.8955182926829268,0.0106280853658536,0.8723475609756097,0.0,0.0,0.0,0.0,0.0119512195121951,0.000417384,0.00026578,0.000417384,0.001013,0.0,0.0,0.0,0.001630415,0.0,0.000204567,0.0,0.000273848,0.001333433,0.0,0.000219366,0.003132061,0.001007963,0.000506811,6.921951219512196e-05,8.457317073170732e-06,0.000135976,2025-04-01T10:47:05.141747,Media Database V3 2023
distillate,flow,Apricot/Distillate,25.0,96800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
distillate,flow,Apricot/Distillate,70.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,flow,Apricot/Live Rosin,25.0,28300.0,0.7786120218579233,,0.7477923497267759,0.0,0.0,0.0,0.0,0.0226666666666666,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,flow,Apricot/Live Rosin,70.0,12.6,0.7786120218579233,,0.7477923497267759,0.0,0.0,0.0,0.0,0.0226666666666666,,,,,,,,,,,,,,,,,,,,,,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,copperstate,First Class Funk/Decarb Live Rosin,25.0,26990.0,0.8094857142857143,0.03137368,0.7747714285714286,0.0,0.0,0.0,0.0,0.021171429,0.000441217,0.000910143,0.000441217,0.000799251,0.0,0.000248766,0.000231834,0.009552246,0.000197434,0.000447503,0.000248766,0.00048152,0.00169036,0.000184057,0.000184257,0.007790149,0.003494691,0.0,0.00083996,4.669714285714286e-05,0.000497429,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,copperstate,First Class Funk/Decarb Live Rosin,30.0,10691.333333333334,0.8094857142857143,0.03137368,0.7747714285714286,0.0,0.0,0.0,0.0,0.021171429,0.000441217,0.000910143,0.000441217,0.000799251,0.0,0.000248766,0.000231834,0.009552246,0.000197434,0.000447503,0.000248766,0.00048152,0.00169036,0.000184057,0.000184257,0.007790149,0.003494691,0.0,0.00083996,4.669714285714286e-05,0.000497429,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,copperstate,First Class Funk/Decarb Live Rosin,35.0,5175.333333333333,0.8094857142857143,0.03137368,0.7747714285714286,0.0,0.0,0.0,0.0,0.021171429,0.000441217,0.000910143,0.000441217,0.000799251,0.0,0.000248766,0.000231834,0.009552246,0.000197434,0.000447503,0.000248766,0.00048152,0.00169036,0.000184057,0.000184257,0.007790149,0.003494691,0.0,0.00083996,4.669714285714286e-05,0.000497429,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,copperstate,First Class Funk/Decarb Live Rosin,45.0,873.0333333333333,0.8094857142857143,0.03137368,0.7747714285714286,0.0,0.0,0.0,0.0,0.021171429,0.000441217,0.000910143,0.000441217,0.000799251,0.0,0.000248766,0.000231834,0.009552246,0.000197434,0.000447503,0.000248766,0.00048152,0.00169036,0.000184057,0.000184257,0.007790149,0.003494691,0.0,0.00083996,4.669714285714286e-05,0.000497429,2025-04-01T10:47:05.141747,Media Database V3 2023
live rosin,copperstate,First Class Funk/Decarb Live Rosin,55.0,184.5,0.8094857142857143,0.03137368,0.7747714285714286,0.0,0.0,0.0,0.0,0.021171429,0.000441217,0.000910143,0.000441217,0.000799251,0.0,0.000248766,0.000231834,0.009552246,0.000197434,0.000447503,0.000248766,0.00048152,0.00169036,0.000184057,0.000184257,0.007790149,0.003494691,0.0,0.00083996,4.669714285714286e-05,0.000497429,2025-04-01T10:47:05.141747,Media Database V3 2023
D8,MPX,Applejacks,25.0,18963.33333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,30.1,8541.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,40.0,2059.333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,49.8,617.0333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,59.66666667,205.8,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,67.43333333,108.4766667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Apple Jack-93%.xlsx,
D8,MPX,Applejacks,25.46666667,9478.666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Applejacks,30.4,4688.333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Applejacks,40.13333333,1332.666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Applejacks,50.2,390.6666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Applejacks,61.53333333,150.1333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Applejacks,68.3,75.22333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Applejacks-80%.xlsx,
D8,MPX,Pinkberry,25.26666667,27540.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,30.1,11810.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,40.16666667,2635.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,50.16666667,679.7,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,60.26666667,209.9666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,,,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pink Berry-93%.xlsx,
D8,MPX,Pinkberry,25.5,16350.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Pinkberry,29.83333333,8327.666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Pinkberry,40.13333333,2042.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Pinkberry,49.9,661.5666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Pinkberry,60.03333333,234.7666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Pinkberry,66.13333333,117.5333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Pinkberry-80%.xlsx,
D8,MPX,Skittlez,25.3,7090.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,30.1,3643.333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,40.0,1009.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,50.0,304.6333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,59.96666667,127.6666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,67.6,60.69,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-80%.xlsx,
D8,MPX,Skittlez,24.53333333,16463.33333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Skittlez,29.16666667,8096.666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Skittlez,39.6,2007.333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Skittlez,49.63333333,610.0333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Skittlez,59.7,222.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Skittlez,67.53333333,122.2666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-skittlez-93%.xlsx,
D8,MPX,Lemon,25.4,25320.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,29.9,11606.66667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,40.0,2639.0,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,51.06666667,689.5666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,60.1,257.9333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,67.83333333,139.1666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SUPER LEMON-93%.xlsx,
D8,MPX,Lemon,25.46666667,7263.666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Lemon,29.8,3760.333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Lemon,40.43333333,722.7333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Lemon,50.23333333,303.6333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Lemon,60.2,125.2333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Lemon,68.0,64.99333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-SuperLemon-80%.xlsx,
D8,MPX,Watermelon,25.5,10640.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,33.56666667,4973.333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,40.3,1273.0,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,50.26666667,368.8666667,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,60.13333333,151.9333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,67.9,84.06333333,0.8,0.2,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,GER-D8-Watermelon-80%.xlsx,
D8,MPX,Watermelon,25.4,36293.33333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
D8,MPX,Watermelon,21.33333333,14753.33333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
D8,MPX,Watermelon,40.26666667,2949.333333,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
D8,MPX,Watermelon,50.1,774.6666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
D8,MPX,Watermelon,60.06666667,247.6666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
D8,MPX,Watermelon,66.03333333,145.2666667,0.93,0.07,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,GER-D8-WATERMELON-93%.xlsx,
Liquid Diamonds,MPX,,45.6,399000.0,0.99,0.01,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,LD 99%THC.xlsx,
Liquid Diamonds,MPX,,46.8,228000.0,0.99,0.01,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,LD 99%THC.xlsx,
Liquid Diamonds,MPX,,48.8,183000.0,0.99,0.01,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,LD 99%THC.xlsx,
Liquid Diamonds,MPX,,50.7,147000.0,0.99,0.01,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,LD 99%THC.xlsx,
Liquid Diamonds,MPX,,57.2,12000.0,0.99,0.01,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,LD 99%THC.xlsx,
Liquid Diamonds,MPX,Tropical Breeze,38.5,272000.0,0.9,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 10% Tropicl Breeze Terp.xlsx,
Liquid Diamonds,MPX,Tropical Breeze,40.1,198000.0,0.9,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 10% Tropicl Breeze Terp.xlsx,
Liquid Diamonds,MPX,Tropical Breeze,43.8,75000.0,0.9,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 10% Tropicl Breeze Terp.xlsx,
Liquid Diamonds,MPX,Tropical Breeze,47.4,31000.0,0.9,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 10% Tropicl Breeze Terp.xlsx,
Liquid Diamonds,MPX,Tropical Breeze,52.0,12000.0,0.9,0.1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 10% Tropicl Breeze Terp.xlsx,
Liquid Diamonds,MPX,Orange Cream,34.9,293000.0,0.95,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 5% Orange Cream Terps.xlsx,
Liquid Diamonds,MPX,Orange Cream,37.0,158000.0,0.95,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 5% Orange Cream Terps.xlsx,
Liquid Diamonds,MPX,Orange Cream,41.0,56000.0,0.95,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 5% Orange Cream Terps.xlsx,
Liquid Diamonds,MPX,Orange Cream,44.0,30000.0,0.95,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 5% Orange Cream Terps.xlsx,
Liquid Diamonds,MPX,Orange Cream,49.0,15000.0,0.95,0.05,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,LD with 5% Orange Cream Terps.xlsx,
