media,media_brand,terpene,total_potency,terpene_pct,temperature,viscosity,d9_thc,thca,cbd,cbda,d8_thc,cbg,timestamp,original_filename
live rosin,Nasha Hash,Strawnana 120A/Decarb Live Rosin,0.92250175,0.038614578,,,0.833842033,0,0,0,0,0.042097633,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Nasha Hash,Strawnana 245A/Decarb Live Rosin,,,25.46666667,151600,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Nasha Hash,Strawnana 245A/Decarb Live Rosin,,,50.13333333,399.5,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Nasha Hash,Strawnana 245A/Decarb Live Rosin,0.927376472,0.03850004,,,0.837258174,0,0,0,0,0.042657083,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Noir,Tangelo/ Live Resin,,,25,208366.6667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live resin,Noir,Tangelo/ Live Resin,0.841725146,0.030675058,,,0.792807018,0,0,0,0,0.040146199,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,PAX,Jack Herer/ D9 Distillate,,,25,180633.3333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,PAX,Jack Herer/ D9 Distillate,,,70,22.10666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
d9,PAX,Jack Herer/ D9 Distillate,0.844851552,,,,0.77827503,0.066576522,0,0,0,0,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Papa & Barkely,#14 Matt SDI 76.5/Decarb Live Rosin,0.829944503,0.059920024,,,0.785275817,0,0,0,0,0.019391765,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,23.8,10976.66667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,29.9,9190,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,39.6,2233,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,49.5,98.58666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,59.3,30.34666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,,,69.1,13.11333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Papa & Barkely,#15 Matt DB x GN x A/Decarb Live Rosin,0.829321908,0.0666664,,,0.780520128,0,0,0,0,0.019212462,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Papa's Select (Papa & Barkely),Banana OG/Batter Live Rosin,0.878965277,0.047977644,,,0.005113782,0.824566852,0,0,0,0.006226551,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,23.8,258466.6667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,29.9,85903.33333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,39.6,10401,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,49.5,1847,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,59.3,140.4,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Liquid Diamonds,Raw Garden,Liquid Diamonds,,,69.1,67.49333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,23.8,187333.3333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,29.9,78846.66667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,39.6,12146.66667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,49.5,2349.666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,59.3,112.3,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Raw Garden,Refined Live Resin,,,69.1,32.78666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live resin,Raw Garden,Refined Live Resin,0.941540493,0.034929658,,,0.901214789,0,0.002910211,0,0,0.024744718,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Select,Desert Star/Live Resin,,,25,5059000,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live resin,Select,Desert Star/Live Resin,0.895518293,0.010628085,,,0.872347561,0,0,0,0,0.01195122,2025-03-14T11:30:33.252833,Media Database V3 2023
d9,Select,Sticky Gorilla/Distillate,0.870170953,,,,0.826307434,0,0.00296182,0,0,0.017547168,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,25,231266.6667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,35,29263.33333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,45,4868.333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,55,236.7333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,65,72.72333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Stiizy,D9 Distillate,,,70,34.44333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
d9,Stiizy,D9 Distillate,0.87868,0.038,,,0.761348571,0,0,0,0,0.062111429,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Sublime,Live Rosin/White Truffle,0.787656881,,,,0.714987584,0.031556162,0,0,0,0.014054073,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,Dark Rainbow/Live Rosin,0.824281871,,,,0.760599284,0.029999039,0,0,0,0.021553688,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,23.8,25820,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,29.9,9483,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,39.6,1708.5,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,49.5,427.7,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,59.3,133.15,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Donny Burger/Live Rosin,,,69.1,51.14,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,Donny Burger/Live Rosin,0.859680619,,,,0.337542301,0.490319115,0,0,0,0.005143186,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,GMO x Rootbeer/ Live Rosin,0.829761905,,,,0.493461538,0.288809524,0,0,0,0.007655678,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,23.8,20120,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,29.9,7743.5,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,39.6,1491.5,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,49.5,379.95,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,59.3,123.25,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Gauva Papaya/Live Rosin,,,69.1,47.74,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,Gauva Papaya/Live Rosin,0.833801587,,,,0.794990079,0.010571429,0,0,0,0.019607143,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,23.8,23943.33333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,29.9,9723,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,39.6,2108.333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,49.5,598.6333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,59.3,211.5333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Timeless,Tropicana Banana/ Live Rosin,,,69.1,89.55333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,Tropicana Banana/ Live Rosin,0.860243324,,,,0.820709197,0.010435767,0,0,0,0.018080524,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Timeless,Wedding Pie/ Live Rosin,0.814701121,,,,0.416648728,0.345644236,0,0.001720112,0,0.00775596,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Trumed,Live Resin,,,25.46666667,53580,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Trumed,Live Resin,,,30.2,20053.33333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Trumed,Live Resin,,,40.53333333,4212,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Trumed,Live Resin,,,50.13333333,971.0333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Resin,Trumed,Live Resin,,,59.4,247.4,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live resin,Trumed,Live Resin,0.728479988,0.114436507,,,0.594968518,0.049458078,0,0,0,0.040506825,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Trumed,Live Rosin,,,25.46666667,56780,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Trumed,Live Rosin,,,30.2,22360,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Trumed,Live Rosin,,,40.53333333,4386.333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Trumed,Live Rosin,,,50.13333333,1029.333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
Live Rosin,Trumed,Live Rosin,,,59.4,313.9666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Trumed,Live Rosin,0.778190789,,,,0.718388158,0,0.002368421,0,0,0.033782895,2025-03-14T11:30:33.252833,Media Database V3 2023
live rosin,Trumed,Live Rosin/2024 aquired,0.778190789,,,,0.718388158,0,0.002368421,0,0,0.033782895,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,23.8,36866.66667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,29.9,13400,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,39.6,2044.666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,49.5,435.1333333,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,59.3,132.1666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
D9,Vapen,D9 Distillate,,,69.1,41.62666667,,,,,,,2025-03-14T11:30:33.252833,Media Database V3 2023
d9,Vapen,D9 Distillate,0.777552776,0.026674487,,,0.737554859,0,0,0,0,0.031575758,2025-03-14T11:30:33.252833,Media Database V3 2023
